107,"A discharge like the one just described is often the first sign of a serious infection in the female organs. Irritation of the vagina may be the only other symptom. The infection can spread into your womb (uterus), fallopian tubes, and belly cavity. This condition is called pelvic inflammatory disease (PID), which causes severe lower belly pain that is tender to the touch. You may have a fever of 101 degrees or higher, with weakness, nausea, vomiting, and generalized aching. Pelvic pus pockets can form, and the infection can spread throughout the body. Scarring may occur in the area around the womb, which can impair fertility or even cause sterility. The scarring increases the risk of having a pregnancy in the fallopian tubes, which can burst, causing life-threatening internal hemorrhage. (See Tip 181.) Early medical evaluation and treatment of the dis charge (especially with lower belly discomfort) can pre vent the dangerous spread of the infection."
108,"Yeast infections of the vagina frequently occur after a woman takes an antibiotic, because the antibiotic kills the normal bacteria in the vagina, allowing the ever-present yeast to overgrow. Often a white clumpy discharge (like cottage cheese) will occur. These infections usually clear promptly after treatment with an anti-fungal medication. Other common sites for yeast infections are on the skin near the groin, under the breasts, in the corners of the mouth, and even inside the mouth. They are often accompanied by a burning sensation and a white dis charge or plaque. Often these infections are responsive to anti-fungal medication. If you have repeated yeast infections, you should be tested for diabetes. High sugar levels in the blood and defective defense system against infection increase the incidence of these yeast infections. Early diagnosis of diabetes with proper therapy can reduce your risk of serious complications, including kidney, blood vessel, and heart damage. HIV infection can also cause repeated yeast infections, because the natural body defenses (the immune system) are weakened. Testing for HIV is appropriate for early treatment and preventive measures to limit the spread of the disease to others."
109,"A small, moist fingerlike projection in the genital area may be caused by the human papilloma virus. The presence of the human papilloma virus increases the risk of developing cancer of the cervix. It is important to see a physician for a thorough pelvic examination on a regular basis for early detection in case cancer changes occur. The Pap smear is the test used to check for abnormalities of the cervix, and it should be performed once a year."
110,"Thinning of the skin in the genital area occurs as a result of a decrease in the levels of the hormone estrogen and as part of the aging process. Cancer of the lips of the vulva (the outside of the vagina) usually occurs long after menopause. It is a type of skin cancer, but it may appear only as an irritated area and may or may not have an ulceration. These red light warning signals need to be evaluated by your doctor as soon as possible. They may go unnoticed unless you see your doctor on a regular basis for checkups."
111,"The anal area is very sensitive and can get quite painful when irritated. When severe pain occurs in this area, you will probably assume you have hemorrhoids.Most likely you will follow the basic treatment of hot baths, foods or medications that soften your stools, and suppositories and wait for the symptoms to go away. If the pain is actually caused by hemorrhoids, they will probably clear up with this treatment. But if you have reformed a pus pocket (perirectal abscess), then waiting could be costly. This pus pocket is formed when germs gain entrance to the anal wall and set up an infection. The infection spreads through the anal wall into an open space between muscles in the buttocks area. This empty space is similar to the space, in the wall of a house, between the sheetrock and the outside wall. In this location the infection will not show up like a boil or abscess and will not come to a head. The germs spread farther upward along the wall of the rectum. The pain caused by these abscesses increases steadily. Surgery is the only treatment to stop the spreading infection. During surgery the pus pocket is cut open and drained. When you suffer from rectal pain, remember that it may not be from hemorrhoids. Do not allow the pain to persist too long before getting it checked by a physician."
112,"The pattern of bowel movement frequency is an individual trait. Some people have a bowel movement every day, while others have one every other day or every third day. Any of these patterns can be normal for you and is no cause for alarm. An important red light warning signal is when the pattern of bowel movement suddenly changes. This is true whether your bowel movements become more frequent or less frequent. It means that something is disturbing the normal function of the colon, and that something could be cancer. Another red light warning signal is a change in the diameter of the bowel movement. Usually the diameter of the formed stool that is passed reflects the diameter of the colon. A narrowing of the colon brought on by a constricting growth such as cancer may cause the stool to become consistently narrow in diameter with the appearance of a pencil. Since early evaluation increases the chance of a cure for colon cancer or detecting other diseases of the intestines, being sensitive to such minor changes in the body's function may save your life. When they occur, see your doctor."
113,"A sudden and severe infectious diarrhea can be caused by many different bacteria (Campylobacter, Salmonella, Shigella) or by other germs called protozoans. (Entamoeba, Giardia, and Cryptosporidia). They can make you sick with profuse, bloody, life-threatening diarrhea. Severe diarrhea or diarrhea that lasts longer than forty-eight hours can cause such severe dehydration (fluid loss) and loss of essential minerals that intra venous fluids and replacement of minerals are necessary on an emergency basis. One of the most severe types of life-threatening diarrhea is called pseudomembranous colitis. It is caused by a toxin from a bacterium called Clostridium difficile. The diarrhea is often thick with blood and mucus and may look as though you are shedding the lining of your colon. It can result in dehydration accompanied by extreme toxicity, which can be fatal. If you are taking an antibiotic for an infection someplace else in your body, it can kill the normal bacteria that live in your colon and promote growth of the rare bacterium that causes pseudomembranous colitis. Another bacterium that causes diarrhea, often among a number of people at once, is E. coli. Epidemics caused by E. coli result from eating undercooked beef or by ingesting water that has been contaminated (as in a swimming pool). One of the most dangerous and infectious types of diarrhea is cholera. It is rare in the Western world but is common in developing countries. Before traveling abroad, check with your local health department to get the appropriate preventive therapy. In addition to germs, many other illnesses also cause diarrhea. In all cases of diarrhea you can become dehydrated (feeling dizzy, weak, etc.) and lose essential minerals, such as potassium. Therefore it is always important to replenish fluids and minerals and determine the under lying cause of the diarrhea. Do not allow diarrhea to persist without contacting your doctor. Diarrhea con raining blood causing weight loss, associated with fever, or which awakens you at night, needs to be assessed by a physician as soon as possible."
114,"After digestion is completed in the stomach and small intestine, food residues arrive in the colon. The colon is a muscular walled tube five to six feet in length. It con serves body water by removing 90 percent of the water from the food residues (fecal material) as they pass through. If the transit time in the colon is too slow, too much water is removed, and the feces become hard, which causes constipation. If the transit time is too fast, the fecal material will come out as diarrhea. Constipation is often caused by weak muscles in the wall of the colon. Some individuals inherit this trait, while others weaken the muscles of the colon wall by using laxatives too frequently. You can actually become dependent on laxatives. Many medications, including certain ones for pain and blood pressure and those containing iron, can cause constipation. Numerous diseases of the colon, including cancer, cause constipation, which needs to be ruled out by a doctor. Early treatment of the underlying illness often can prevent serious complications. Other ailments, including hypothyroidism (low thyroid gland function), can also cause constipation. Measures to relieve constipation are directed at improving the colon's ability to propel material through it. Increased water consumption helps prevent the fecal material from becoming too hard. Stool softeners also help. Some laxatives stimulate the colon wall to squeeze fecal material through more easily, while others irritate the bowel lining, which prompts the flow of water back into the colon to aid the flow of fecal material. The latter type of laxative is less desirable because it further weakens the bowel wall. The dietary fiber present in vegetables, grain, and fruits and in powder supplements are important ways to facilitate the movement of feces through the colon. Also increased water intake and exercise are often helpful. If you have a bowel movement less often than every three days, see your doctor for an evaluation to deter mine the underlying cause."
115,"An unrelieved intestinal blockage is fatal. It may take many days or weeks before you get very sick. The pain and vomiting will most likely compel you to seek medical care before the condition becomes life-threatening. The bowel can be blocked either in the small intestine or in the large intestine. When blocked, fecal material and gas back up. As the bowel attempts to force material through the blockage, you experience severe cramping belly pain. If the location of the blockage is high up in the small bowel, vomiting will occur early on. If the blockage is low in the colon, vomiting will occur late or not at all. Prior abdominal surgery is the most common cause of bowel obstruction. Scar tissue or adhesions occur after such surgery. Often these adhesions are ""band-like,"" stretching from one organ to another. These ""bands"" may cause entrapment of a loop of bowel, kinking it sufficiently to block it. The intestine is a tubular garden- hose-type structure. It becomes kinked when it gets entangled in these bands of scar tissue, which block the flow of contents through the intestines. When left untreated, the entanglement may cut off the blood circulation to the bowel wall, causing gangrene of the loop of bowel that is entrapped. If the blockage is not relieved by surgery, death can occur. Cancerous growths or severe inflammation and infection of the colon can cause colon blockage. It can also occur from thick, solid, hard stools accumulating in the rectum (an impaction). Treatment of an impaction includes enemas. If the treatment is not successful, the blockage can often be removed by a health professional sticking a gloved finger up the rectum and carefully removing the hardened stools. This condition is more common in senior citizens or dehydrated bedridden patients. If you are nauseated, vomiting, or experiencing lower belly pain with swelling and have not passed gas or a bowel movement in twenty-four hours, you should seek immediate medical attention."
116,"There are many reasons that you may pass blood from the rectum. Bright red blood that appears on toilet tissue could be a sign of colon cancer; removing it early could save your life. The thought that ""It's only hemorrhoids"" has put a lot of colon cancer victims in early graves. Remember, even if you have hemorrhoids, the rectal bleeding could also be from cancer. Rectal bleeding should be considered a sign of cancer until proven otherwise. Blood from the rectum can originate from anywhere in the gastrointestinal (GI) tract, from the mouth all the way to the anus. Possible sources of bleeding are irritation and ulcers in the mouth, stomach, or intestines, as well as cancer in these areas. Even swallowing blood from a nosebleed can cause blood to appear in your bowel movements. Usually the darker the blood, the higher up the bleeding site in the GI tract. The stools can become black and tarry. A thorough examination includes special X-rays or passing an endoscope (a special tube with a miniature video camera) into the mouth to examine the esophagus, stomach, and upper small intestine. A sigmoidoscope (another tube with a miniature video camera) is passed into the anus to examine sections of the large intestine. A colonoscope can reach all of the large intestine (colon). These procedures are not as uncomfortable as they might seem. Sometimes the earliest sign of bleeding in the GI tract is a low blood count (anemia). A very sensitive test placing fecal material on a special card, can detect blood in the stool that is not seen on visual inspection. This can be a tip-off to an early stage of cancer, when your only abnormality is a low blood count. Cancer of the colon is one of the more common cancers. If you have a close relative who has had colon cancer, you are at greater risk. If you have a family history of colon polyps, you should establish a program of routine colonoscopy, even if you are young and do not have any symptoms. Whether you have a family history or not, routine screening sigmoidoscopy every five years and checking for microscopic amounts of blood in the stool every year may be lifesaving. The American Cancer Society recommends that colon cancer screening begin at age 50. Early detection without any warning signs can lead to a cure of the cancer. This disease is not rare! Also, remember, if you pass red or dark blood in your bowel movement, seek medical evaluation as soon as possible."
117,"When an ulcer in the stomach or duodenum (the first part of the small intestine) erodes into a blood vessel, hemorrhage will occur. If the vessel is small, the blood loss may be only a trickle, but if the vessel is large, bleeding will be brisk and life-threatening, Bleeding a little from small vessels in the stomach or duodenum may go unnoticed. The blood can be spread out through the twenty feet of small bowels and five to six feet of large bowel (the colon). Is bleeding can be detected by placing a small amount of stool on a test card, which will change color if blood is present. Blood originating from the stomach or duodenum often turns pitch black from chemicals (enzymes) in the small bowel. The stools can also take on a tarry consistency, especially if the bleeding is rapid. Belly pain caused by an ulcer may lessen when bleeding occurs because blood at the ulcer site coats the sore and protects it from the acid of the stomach. Nausea and vomiting are often not present unless there is a rapid flow of blood in the stomach. In this case the vomiting may increase in frequency and volume. There are other red light warning signals of blood loss. You may become very weak from a low blood count (anemia). If the loss of blood volume is severe, standing up may make you feel weak and light-headed. The blood pressure drops and the pulse rises. Under these circumstances death can occur rapidly unless emergency treatment is instituted. Suppose you have just vomited blood. It occurred only once, and you otherwise feel pretty good. But you notice that your pulse is 100 beats per minute. Do not ignore the presence of a fast pulse-take immediate action. The pulse is the most sensitive measure of rapid blood loss. If the pulse is above 90, or higher than your normal pulse, emergency medical assistance is needed. The safest approach is to always seek immediate medical evaluation and treatment when you first note that you are passing black tarry stools."
118,"Stools are normally dark or light brown or green in color. If the stool loses its color, becoming a pale clay or putty color, it means that there is a lack of pigment pass ing from the liver into the intestines. This indicates a blockage of the bile duct that carries these substances from the liver into the intestines. It often indicates that you have liver disease, or that a gallstone or tumor is blocking the bile duct. You should report this finding to your doctor as soon as possible, so that appropriate evaluation and treatment can be instituted. There is a potential for develop ing serious complications including permanent liver damage."
119,"The most common causes of blood in the urine-kidney stones and a bladder or prostate infection-are usually accompanied by many symptoms. The agonizing pain of kidney stones or the burning discomfort and urinary frequency of a bladder or prostate infection gets people to the doctor early. But when blood appears in your urine without accompanying pain, especially in a single episode, you may take a ""wait and see"" attitude. This attitude may have dire consequences. If you see blood in the urine, tell your doctor as soon as possible. There are many causes of bleeding into the urinary tract, and one of them is cancer, which may be in the kidney, the ureter, the bladder, or the prostate. At the time when they are still curable, these cancers often do not cause pain. Therefore blood in the urine may be the only clue for an early diagnosis. Among the other causes of blood in the urine are infections, stones, kidney disease, and exercise, even when all structures are normal."
120,"It is natural for urine to darken in color, especially in hot weather, when the body loses fluid through sweat and the urine becomes concentrated. But the dark color of this urine is nowhere close to the tea-colored urine that occurs when excess bilirubin appears in the urine. Bilirubin is normally processed in the liver and turned into bile. Bile is stored in the gallbladder and flows in a tube (the bile duct) to the intestines to help digest fat. If gallstones form in the gallbladder and gain entrance to the bile duct, they often block the flow of bile to the intestines. The bile will then back up into the liver, causing inflammation. This results in a feeling of nausea and a sense of fullness. The backup of bile may result in an accumulation of bilirubin in the blood. This yellow substance turns your skin and eyes yellow and your urine a tea color. When the gallstone passes through the bile duct into the intestine, the urine clears. But if another stone from the gallbladder gets stuck in the bile duct, these signs and symptoms are repeated. If this continues to occur, it can permanently damage the liver. Also, the blockage of the bile duct can cause the gallbladder to swell and rupture, resulting in toxic substances flowing into the belly cavity. Another complication of gallstones can occur if a stone passes from the bile duct to a duct that is also connected to the pancreas. This tube carries very caustic digestive substances from the pancreas to the small intestines. A backup of these substances can be fatal, leading to inflammation of the pancreas (pancreatitis).It should be noted that liver ailments, including hepatitis and cancer of the liver, can also cause an excess of bilirubin in the blood, causing tea-colored urine and yellow low skin and eyes. Also, red blood cells in the bloodstream are a source of bilirubin. Any disease or side effect of a drug that breaks up red blood cells can cause bilirubin to accumulate in the blood. If your urine turns tea-colored, or if your skin or eyes turn yellow, it is imperative that you seek medical attention."
121,"Scarring or cancer can cause connections (fistulas) between the bowel and the bladder. An early sign may be passing bubbles while you urinate. The bubbles are caused by gas in the bowels passing into the bladder. The urine will eventually become foul-smelling, with debris from the colon. Seek evaluation and treatment by a urologist (surgical kidney and bladder specialist) as soon as possible."
122,"Bladder infections cause spasms resulting in frequent urination, a recurrent feeling that you need to urinate, and/or burning discomfort on urination. These infections are common and treatable with antibiotics. Women are more likely to have urinary tract infections, due to the shortness of the urethra (the tube from the bladder to the outside). A germ can get into the bladder more easily. If a man has more than one urinary tract infection or if a woman has more than two, it may be a tip-off of an abnormality. The abnormality may be in the tube that carries urine from the kidney to the bladder (ureter), in the bladder itself, or in the tube from the bladder to the outside of your body (urethra). It impedes the free flow of urine. A bladder infection that does not respond to antibiotic therapy is another red light warning signal indicating these problems. Anything that blocks, delays, or reverses the flow of urine can lead to a urinary tract infection that will recur unless the altered flow pattern is corrected. Examples of such defects include:

1. Kidney stones in the kidney or in the ureter (the tube that goes from the kidney to the bladder)
2. A kink in the ureter
3. A growth in any adjacent organ pressing on the ureter
4. Vesico-ureteral reflux, a condition that allows urine to reverse its flow from the bladder back up into the ureter
5. An anatomical veil in the urethra that partially blocks the urine flow from the bladder
6. Urethral stricture, or narrowing of the urethra

If not corrected, these problems may cause recurrent kidney infections, resulting in kidney failure, the need to be routinely connected to a kidney machine (dialysis), or a kidney transplant. Other causes of repeated urinary tract infections include disorders of the immune system and diabetes, which also require treatment. If you experience a painful burning or frequent urination, you should see a doctor as soon as possible. Repeated bladder infections or poor response to therapy indicate that you need a thorough evaluation by a urologist (surgical kidney specialist)."
123,"The inability to urinate requires urgent relief. If you are not able to urinate, try sitting in a tub of warm water three to four inches deep. After a few minutes, try to urinate in the water. Your discomfort can be relieved by being catheterized (having a tube placed into the bladder, usually by a doctor or a nurse). In situations when you can only partially empty your bladder, urine remains and accumulates there-a prime setup for infection. If untreated, such an infection can spread into the kidneys and destroy them. What causes this problem? In men, an enlarged prostate gland may be blocking the flow of urine from the bladder since the tube to the outside runs through the prostate. In women and men, the urethra, the tube from the bladder to the outside of the body, may be narrowed. An infection can irritate and scar this tube so that urine cannot pass through. Another cause is a loss of strength in the muscles in the wall of the bladder, such that they are no longer strong enough to force urine through the narrowed outflow passage. Diabetes or multiple sclerosis can damage the nerves responsible for squeezing the bladder. Antihistamines and other over-the-counter medicines can constrict or partially close the bladder opening. The longer the inability to urinate exists, the more the bladder wall expands, making it thinner and weaker. This weakened wall is less able to squeeze urine out of the bladder. It becomes difficult to urinate. If the passageway from the bladder to the outside of the body is blocked, effective treatment may include medication or a procedure to permanently unblock it. In men with a large prostate, a PSA blood test, an ultra sound, and/or a biopsy of the prostate tissue will help to determine if the enlargement is due to cancer. Early detection and treatment of cancer can be lifesaving. In conclusion, when you have difficulty urinating, see your doctor immediately or go to an emergency room for urgent relief. You need timely follow-up by a urology gist (surgical kidney specialist) to evaluate and treat the underlying problem."
124,"Weight loss is a sign of many disorders. But when you have an increased appetite and are continuously thirsty along with significant weight loss, you may have a certain type of diabetes. This condition also causes frequent urination. Type 1 diabetes occurs when cells in the pancreas stop secreting insulin, the hormone responsible for transporting sugar in the blood to your body cells. When the sugar increases in the blood, it will pass into the urine. This pulls extra fluid into the urine, causing increased urination. Distance vision may also be blurred. Therefore you drink more to replenish your flu ids and continue urinating a lot. The loss of sugar in your urine results in losing calories and hence weight. Due to the lack of insulin, the body cannot use the sugar as a source of energy. Diabetes can be diagnosed by obtaining a fasting blood sugar test, which means you do not eat for at least eight hours before the test. A fasting blood sugar level of 126 mg/dl or higher suggests the diagnosis of diabetes. If you have diabetes, it is important to keep track of your blood sugar levels. You can use a glucometer with a test strip (available at pharmacies) to check the sugar in your blood. Also, your doctor can obtain a very help full blood test, called hemoglobin A1c, to get an average assessment of your blood sugar level over a period of three months. This test is particularly valuable because the complications of diabetes are closely related to the long-term continuous control of blood sugar levels. Diagnosing this disease early is important so that treatment can be instituted to prevent complications. These include kidney disease, blindness, heart ailments, skin problems, and damage to blood vessels. Diabetes may lead to the loss of toes, feet, or legs as a result of the buildup of fat deposits in the blood vessels, which blocks the supply of nourishment and oxygen to these specific areas of the body. Type 1 diabetes is treated with insulin injections. A balanced diet with limited carbohydrates and minimal sugar intake is recommended. In addition, a healthy exercise program tailored to your needs is advisable. On the other hand, Type 2 diabetes is caused by a combination of insufficient insulin plus resistance to the action of insulin. Weight loss and exercise improve insulin action and are helpful. A special diet is also important, and sometimes medications are needed to control blood sugar levels. If you experience increased urination, appetite, and thirst, often with weight loss, seek medical evaluation to determine if you have diabetes or there is another cause for these symptoms."
125,"Normally your body's menstrual periods occur every twenty-eight days, give or take seven days, and last approximately four days. If your periods occur fewer than twenty-one days apart, if they last more than seven days, or if you experience intermittent bleeding, then you have an abnormal bleeding pattern. Abnormal vaginal bleeding can be an indication of cancer of the uterus (womb). Early diagnosis provides an opportunity for treatment and cure for the two types of uterine cancer: (1) cancer of the cervix (mouth of the womb), and (2) cancer of the endometrium (lining of the womb). Both of these types of cancer can produce abnormal vaginal bleeding. Remember, abnormal vaginal bleed ing does not have to be heavy to indicate cancer. Even a small amount of bleeding between normal periods or after intercourse can be significant: The American Cancer Society recommends that women begin yearly pap smears at the age of 18 or when they become sexually active, whichever comes first. Pap smears can detect cancer of the cervix early, even before abnormal bleeding occurs. Pap smears do not detect cancer of the lining of the womb. The appearance of abnormal vaginal bleeding is usually the only clue that this cancer is present. An overgrowth of the lining of the womb, though noncancerous, is another cause of excessive and pro longed vaginal bleeding. This condition, usually a result of hormone problems, causes irregular shedding of the lining of the womb and thus abnormal, often heavy menses. This condition may be precancerous. Birth control pills suppress eggs leaving the ovary and alter the hormone that causes the lining of the uterus to grow. Women who take birth control pills may experience sparse periods as a result of a decreased amount of uterine lining growth or increased bleeding due to changes in the hormone level. While scant bleeding is quite normal, heavy bleeding should not continue beyond two months. Report to your doctor any heavy bleeding that soaks more than one pad every two hours. Heavy menstrual bleeding can occur from common, usually noncancerous tumors of the wall of the uterus (fibroid tumors, or leiomyomata). These tumors can compress the blood vessels in the wall of the uterus and distort them, prompting heavy vaginal bleeding. They often must be removed because they cause abnormal vaginal bleeding or severe pain, or because they become so large that they press on other organs, such as the bladder or rectum. There are also medications that may shrink these tumors. Fortunately most abnormal vaginal bleeding, whether too much or too long, is not due to cancer. Usually the cause is noncancerous and treatable. However, seek medical evaluation by your doctor as soon as possible, because even certain noncancerous growths can turn into cancer. Also, continued blood loss can cause a dan dangerously low blood count (anemia), which may require blood transfusion or treatment with iron."
126,"The following signs may be indicative of a tumor of the pituitary gland:

1. A sudden abnormal change in your usual pattern of menstruation, for example, missing periods for several months (when not pregnant).
2. A feeling of “fullness"" in your breasts or a milky white discharge from your nipples (when not pregnant).
3. Limitations in peripheral vision. You cannot see objects coming from either side when you are looking straight ahead. Your vision is like the vision of a horse wearing blinders (see Tip 17).
4. The onset of puberty before the age of nine.

The pituitary gland produces hormones that regulate many other glands in the body. A pituitary tumor alters production of these hormones. This often results changes in the activity of the glands that the pituitary gland regulates, such as the ovaries, which drive the menstrual cycle, and the breasts, which produce milk. The above signs are an indication that a tumor may be growing in the pituitary gland. Early medical evaluation and treatment can cure this abnormal growth. A high level of prolactin, a hormone produced by the pituitary gland, suggests a tumor. Shingles (a painful rash caused by a virus), sexual foreplay with the nipples, hypothyroidism (low thyroid gland function), and medications such as Thorazine and oral contraceptives can also cause nipple discharge."
127,"When the egg bursts from the ovary (ovulation), it leaves behind a fluid collection (corpusluteum cyst) that produces hormones. These hormones make the lining of the uterus grow, preparing it to accept the fertilized egg. If fertilization does not occur, the lining of the uterus is shed (menstruation), and the cycle begins again. The menstrual flow consists of the shedding of the lining of the uterus (womb) mixed with blood. If any of the above events fail to take place, the lining of the uterus will not grow, the lining will not be cast off, and there will be no period or menstruation. Glands other than the ovary are also involved in providing a normal menstrual cycle. Failure or abnormal function of these glands, which may be due to cancerous growths in the glands, can cause missed periods. Therefore prolonged failure to menstruate may be a sign that serious gland problems exist. Menstrual periods can be reinstituted with birth control pills, but it is still important to determine the underlying cause so that it can be treated. Other hormone problems (such as excess estrogen) can also lead to lack of ovulation. In this case the lining of the uterus will grow, but there is no shedding or menstruation. Accumulation of the lining of the uterus may lead to cancer growth as early as six months from the time you start missing periods. Lack of ovulation is also a common cause of infertility. However, you can fail to menstruate, have a negative pregnancy test, and still have an ectopic pregnancy. (See Tip 181.) Prolonged failure to menstruate without pregnancy requires timely medical evaluation, as do girls over the age of fifteen who have never had a menstrual period to determine the underlying cause and implement appropriate therapy"
128,"Menstrual pain appears to be caused by specific hormones called prostaglandins, which alter the muscle walls of the womb and its blood vessels. Specific over-the-counter medications (non-steroidal anti-inflammatory drugs) including Ibuprofen and Naproxen stop the production of these prostaglandin hormones. Starting the medicine at the appropriate dosage a few days before your period is often very effective treatment for the pain. Your doctor may decide to prescribe a diuretic (water pill) to alleviate the swelling and/or an antidepressant, or hormones to treat the symptoms of PMS. Exercise, diet modifications, and stress reduction techniques may also improve PMS symptoms. On the other hand, be aware that tranquilizers or narcotics taken on a regular basis are potentially addictive and can have a serious negative impact on your mental and physical well-being. Narcotics are not an effective way to treat either PMS symptoms or menstrual cramps because they do not affect the production of the prostaglandin hormones that are responsible for these symptoms."
129,"Menopause occurs normally in women around the age of 50. It signals the end of menstrual periods because the ovaries run out of eggs and stop producing the hormones necessary for menstruation (estrogen). The menstrual pattern may become irregular before it stops altogether (perimenopause). It also may be accompanied by hot flashes. During a hot flash you suddenly feel hot and may even break out in a sweat lasting for two to three minutes. When twelve consecutive periods are missed, you are in menopause, and any bleeding afterward is abnormal. The stage of menopause can be confirmed by certain blood studies, but often it is not necessary to do these tests. Recurrent vaginal bleeding after menopause is abnormal and may be an early warning sign of cancer, especially endometrial cancer (cancer in the lining of the womb). When this occurs, you should seek prompt medical evaluation. Early diagnosis and treatment can improve your chances of survival. The risk factors for developing endometrial cancer are:

1. Obesity
2. Menstruating at an early age
3. Not having children
4. Menopause occurring at a late age
5. Diabetes mellitus"
130,"Hernias are most common at the belly button or in the groin. A hernia occurs when a hole opens up in the muscles that make up the belly wall or other muscular walls. Belly contents push through the hole, especially when the pressure inside the belly cavity increases with activities such as lifting, straining, coughing, and the like. The hole often gets larger over time, increasing the possibility of belly contents pushing through. If a segment of intestine pushes through the hole, it can become kinked so much that it blocks the flow of bowel con tents. This kink may also cut off the blood supply to the bowel, which can cause gangrene (death of part of the bowel). This condition is potentially fatal and warrants emergency surgical treatment. When a bulge is noted, it is important to determine if the contents inside the bulge can be pushed back in. As long as they can, no immediate danger exists, but you should still consult your doctor about possibly repairing the hernia before it gets larger. Should the bulge be stuck, especially if it is tender and painful, urgent med ical evaluation is needed."
131,"Irritation of the walls of the veins is a setup for blood clots, because the blood can back up in these vessels. The groin or leg swells and turns bluish (from stagnant unoxygenated blood), and a reddish color may be present (from the inflamed veins). The back of the lower leg often hurts and is tender to touch. Phlebitis means ""inflammation of veins."" There are many causes of phlebitis, including (1) the pooling of blood in the legs along with certain dilated and damaged veins near the surface of the skin (varicose veins); (2) an injury to the leg; (3) sitting for long peri gods of time (often during a trip in a car or airplane); (4) lying in bed for an extended period of time (bedridden at home or in the hospital); (5) cancer of the lung, colon, or blood, which may produce chemicals that attack the veins of the legs and cause phlebitis (this may be the first indication that a cancer exists), and (6) a generalized inflammation of blood vessels that develops with diseases of the connective tissue, such as lupus. Phlebitis is potentially deadly because a piece of the clot in a vein of the leg might break off and travel through the blood vessels, resulting in a large life-threatening clot in the lungs. A clot in the lungs produces shortness of breath and an inability to oxygenate the blood. (See Tips 52 and 74.) Therefore it is urgent that you see a doctor for evaluation and treatment, including a blood thinner if appropriate."
132,"Pain in the legs during activities such as walking, which is relieved during rest, is usually due to insufficient blood flow to the legs. During activity the leg muscles require more blood. When they do not receive it, you feel pain in these muscles. The distance you can walk before the pain occurs is determined by the degree of blockage in the artery to your leg. A severe blockage may bring on the pain after walking only a few feet. Less severe blockage may allow walking for a quarter of a mile. Rarely the pain occurs at the first attempt to walk but then disappears as you walk for a while. This is unusual, however. If the blockage is in the arteries of the thighs, the pain is in the calves. Higher blockage will cause pain in the hips, buttocks, and thighs. If a blood clot forms in the markedly narrowed area of the artery, a complete blockage of the artery will follow, with severe leg pain. When this occurs, there is danger of losing the leg. If the blood flow has been interrupted for too long, causing gangrene with the risk of a life-threatening infection spreading throughout the body, amputation is necessary. If you experience pain in your leg when you walk, you should seek medical evaluation as soon as possible. It is best to correct the problem before total blockage occurs. Circulation may be restored by cleaning out the blockage. The artery can be reopened with a small tube with an inflatable balloon, to open the narrowed area. Surgical repair is also possible. One end of a small piece of vessel is sewn to the blocked vessel above the site of the obstruction, while the other end is sewn below the site of the blockage. This allows blood to bypass or detour around the site of the obstruction. A third approach is to inject a substance in the blood vessel that can dissolve the blood clot."
133,"Deep, aching pains in the bones, the kind that wake you up in the middle of the night, could be a sign of cancer. You need to distinguish it from pains in the joints, which are usually due to arthritis. Cancer originating in the bone can involve the bone itself or the core of the bone where blood cells are made. If you suffer from severe bone pain, an early visit to your doctor for evaluation and treatment may result in a cure."
134,"Standing too long causes swelling of the ankles, especially if you are overweight or pregnant. If this is the cause, the swelling is not significant and clears after a night of rest. On the other hand, lower leg swelling may also be an important sign of a serious disease, including inflamed or blocked varicose veins. It may occur if you have heart, liver, and kidney disease, a low-functioning thyroid gland, cancer elsewhere in the body, or side effects of medication. You may have lower leg swelling and not even know it. To test for it, stand up for a while, press your thumb firmly over your shinbone for five to ten seconds, then release it. If the imprint of the thumb remains, significant swelling is present. The deeper the pit, the worse the swelling. If the swelling does not disappear after one night of rest or leg elevation, it is important to seek medical evaluation."
135,"Therefore, if you are bitten by a dog, cat, raccoon, fox, skunk, bat, or certain other animals, immediate medical attention is necessary. Also, you can get rabies from exposure to the saliva of a rabid animal. Bats flying in the room of a sleep ing person or near an awake, unattended child have been reported to infect the individual with no known bite. Animals with rabies, including dogs, cats, horses, bats, foxes, and raccoons, can give you rabies if they bite you. The rabies virus can also be transferred if the animal's saliva comes in contact with your mucous membranes, for example, in your mouth. If you take immunization shots, you can avoid developing the disease. Fortunately the time of exposure to the appearance of symptoms is approximately one month. The animal should be observed for ten days, and if it begins to act strangely, it should be tested for rabies. If the animal is found to have rabies, you will need the rabies immunization. Rabies immunization involves receiving a series of shots. This is necessary since untreated rabies is almost 100 percent fatal. If the animal is not captured and observed, your physician will have to use his or her best judgment to determine whether to start the immunization shots."
136,"Swelling of the lips and throat, and/or difficulty breathing after a bee sting or exposure to another allergen are red light warning signals. See Tip 160 if you are currently experiencing these symptoms. Serious allergic reactions can get worse with every episode. Each time exposure occurs, vital areas of the body can become more sensitized, resulting in more severe reactions with subsequent exposure. Such sensitization can lead to massive swelling, with closure of the windpipe, shock, and death. If there is any possibility that you might be at risk of a severe allergic reaction to any biting or stinging insect, food, cosmetic, plant, dye, and so on, carry an emergency treatment kit with you at all times (see Tip 160). An immediate shot of adrenaline after a life-threatening reaction, with sudden shortness of breath, wheezes, and weakness, could save your life. Some treatments reduce the severity of these allergic reactions. Consult with your doctor or an allergist."
